iter	MultiClass
0	1.461994276
1	1.15975146
2	0.9603317101
3	0.8153051338
4	0.7038761137
5	0.6126450225
6	0.5377392961
7	0.4757843952
8	0.4222460851
9	0.3772324946
10	0.3388596772
11	0.3044867223
12	0.2749156059
13	0.2484020474
14	0.2255792123
15	0.2058020118
16	0.1877712683
17	0.170505591
18	0.1565710906
19	0.1433842601
20	0.1318583235
21	0.1217442101
22	0.1120932573
23	0.1039838024
24	0.0963026097
25	0.08952009573
26	0.08334038416
27	0.07785551774
28	0.07288470229
29	0.06845012282
30	0.06416639502
31	0.06054113648
32	0.05687669594
33	0.05378146287
34	0.05074580114
35	0.04808607256
36	0.04573750804
37	0.0436114864
38	0.04177285789
39	0.04001133841
40	0.03836057723
41	0.03690972863
42	0.03564217462
43	0.03415268498
44	0.03306648359
45	0.03209363346
46	0.03124765948
47	0.03047179917
48	0.02975954571
49	0.02912710263
50	0.02842576106
51	0.02784978334
52	0.02707784578
53	0.02665318902
54	0.02623252471
55	0.02591660606
56	0.02555010879
57	0.0252567743
58	0.02495244083
59	0.02473528972
60	0.02447736939
61	0.02433227152
62	0.02394244029
63	0.0237638405
64	0.02356488637
65	0.02341723313
66	0.0231218638
67	0.02294391642
68	0.02278610375
69	0.02260068181
70	0.02243512011
71	0.02225462916
72	0.02199600908
73	0.02180855069
74	0.02163264594
75	0.02142710453
76	0.02126046151
77	0.02115367803
78	0.02111761946
79	0.02094092729
80	0.02079359901
81	0.02070457681
82	0.02058318304
83	0.02039798418
84	0.02022855
85	0.02005070039
86	0.01995514464
87	0.01987582237
88	0.01973200892
89	0.01967962659
90	0.01951275515
91	0.01946180612
92	0.01941092524
93	0.01935012793
94	0.01931792836
95	0.01927822978
96	0.01922175103
97	0.01914655295
98	0.01903918916
99	0.01894385723
100	0.01890690366
101	0.01883488957
102	0.01877866542
103	0.01874205303
104	0.01864597465
105	0.0185978824
106	0.01857354878
107	0.0185439945
108	0.01849516061
109	0.01841529218
110	0.01838799127
111	0.01837186411
112	0.01834856276
113	0.01828094913
114	0.01817224289
115	0.01810335706
116	0.01798490912
117	0.01789255916
118	0.01781956947
119	0.01776489336
120	0.01771884499
121	0.01768094956
122	0.01764548322
123	0.01758449982
124	0.0175075443
125	0.01744587846
126	0.01735183402
127	0.01731793515
128	0.01726145336
129	0.01724518797
130	0.01719903743
131	0.01718862743
132	0.01715145714
133	0.01714201969
134	0.01707252106
135	0.01704222699
136	0.01699032946
137	0.01695520217
138	0.01692522831
139	0.01687623523
140	0.01682737035
141	0.01677777412
142	0.01674180592
143	0.01668002812
144	0.01662957482
145	0.01657604631
146	0.016505511
147	0.01646802274
148	0.01642428127
149	0.01634825184
150	0.01631003271
151	0.01627777699
152	0.01624913704
153	0.01623606337
154	0.01621709857
155	0.01618809123
156	0.01616714187
157	0.01611394863
158	0.01608677051
159	0.01607455994
160	0.01603885661
161	0.01601743528
162	0.01595543854
163	0.01592105255
164	0.01588517872
165	0.01584918009
166	0.01582877892
167	0.01579442868
168	0.01577271683
169	0.01573803257
170	0.01569224112
171	0.01566840811
172	0.01562477351
173	0.015605486
174	0.01558011322
175	0.01557043214
176	0.01553972935
177	0.01549793317
178	0.01546325686
179	0.01543320585
180	0.01540815066
181	0.01539736541
182	0.01537722763
183	0.01536042342
184	0.01532742751
185	0.01528515566
186	0.01524098439
187	0.01521596079
188	0.01520284561
189	0.01519289863
190	0.01517368787
191	0.01516390295
192	0.01513887109
193	0.01509738433
194	0.01509100818
195	0.01505985794
196	0.01505701666
197	0.01504723676
198	0.01503524623
199	0.01499720519
200	0.01497578643
201	0.0149641859
202	0.01494378859
203	0.01493289679
204	0.01492385701
205	0.01490138905
206	0.01489276697
207	0.01487422435
208	0.01486181611
209	0.01483883531
210	0.01481712774
211	0.01479840053
212	0.01479258755
213	0.01478353506
214	0.01477435863
215	0.01476321305
216	0.01475415725
217	0.01472347823
218	0.01469470717
219	0.01467516991
220	0.01465643351
221	0.01464328478
222	0.01461989801
223	0.01459897529
224	0.01457363793
225	0.01455452636
226	0.01453565273
227	0.01451792965
228	0.01450310728
229	0.01447881029
230	0.0144611233
231	0.01445206261
232	0.01444004924
233	0.01442182009
234	0.01440436459
235	0.01437230262
236	0.01436005659
237	0.01435116188
238	0.01433009721
239	0.01431225315
240	0.01429308276
241	0.01428256653
242	0.01427653428
243	0.01425514822
244	0.01423512133
245	0.01422209874
246	0.01421393706
247	0.01420441004
248	0.01418691458
249	0.01418314416
250	0.01417702678
251	0.01415353974
252	0.01413726273
253	0.01410309705
254	0.01409567092
255	0.01407314681
256	0.01405994793
257	0.01405682851
258	0.01404768535
259	0.01403821925
260	0.01403009743
261	0.01401135531
262	0.01400163383
263	0.01398432928
264	0.01397538799
265	0.01396850574
266	0.01395822995
267	0.01394940871
268	0.01393948597
269	0.0139314272
270	0.01392091766
271	0.01391366038
272	0.01390852503
273	0.01389353786
274	0.01388046433
275	0.01387245668
276	0.01385926957
277	0.01382370205
278	0.01381567637
279	0.01380818932
280	0.01379884332
281	0.01378522227
282	0.01376537823
283	0.01375693319
284	0.01372810457
285	0.0137089019
286	0.01370273533
287	0.01369110203
288	0.0136799346
289	0.01367187309
290	0.01366628825
291	0.01365290411
292	0.01364865521
293	0.01363875095
294	0.01363426727
295	0.01362917908
296	0.01361756171
297	0.01361076451
298	0.01358982693
299	0.01358659146
300	0.01357873412
301	0.0135729794
302	0.01356389388
303	0.01355621524
304	0.01354561795
305	0.01353271077
306	0.01352702909
307	0.01351283338
308	0.01349451121
309	0.01347925324
310	0.01347479239
311	0.01346528624
312	0.01345548234
313	0.01344431484
314	0.0134322411
315	0.01342650239
316	0.0134157298
317	0.013411667
318	0.01340466481
319	0.01340020615
320	0.01338650892
321	0.01337640342
322	0.01336480922
323	0.01335468299
324	0.01335178889
325	0.01334205944
326	0.01333544723
327	0.01332644949
328	0.01331714162
329	0.01331276449
330	0.0132956196
331	0.01328762045
332	0.01328041016
333	0.01327088548
334	0.01326563637
335	0.01325280676
336	0.01322991304
337	0.01321405835
338	0.01321003609
339	0.01319777259
340	0.01318554005
341	0.01317432649
342	0.01315378728
343	0.01314656273
344	0.01314122649
345	0.01313173984
346	0.01312403145
347	0.01311852336
348	0.01310469833
349	0.01310067179
350	0.0130954519
351	0.01308913945
352	0.0130745647
353	0.01306393454
354	0.013059081
355	0.01304421684
356	0.01303426324
357	0.01302919284
358	0.01302170001
359	0.01301592265
360	0.01300392847
361	0.01300065149
362	0.01298547788
363	0.01297599141
364	0.01296944811
365	0.01296429206
366	0.01295359407
367	0.01295001434
368	0.01293465625
369	0.01291109572
370	0.01289697614
371	0.01288929726
372	0.01288554592
373	0.01287555155
374	0.01287173782
375	0.01286413087
376	0.01285158694
377	0.01284113655
378	0.01283764421
379	0.01283512993
380	0.01282659039
381	0.01281747294
382	0.01281488259
383	0.01280973151
384	0.01280006874
385	0.01279590002
386	0.01279329914
387	0.01277849174
388	0.0127600243
389	0.01275260829
390	0.01274969824
391	0.0127349202
392	0.01272295989
393	0.01271044958
394	0.01270264092
395	0.01270129068
396	0.01268187379
397	0.01267455654
398	0.01266676071
399	0.01266097129
